x	y	u(x,y)
0.00392	0.26275	0.80313069
0.00392	0.26667	0.80129242
0.00392	0.27059	0.79948467
0.00392	0.27451	0.79770762
0.00392	0.27843	0.79596120
0.00392	0.28235	0.79424548
0.00392	0.28627	0.79256040
0.00392	0.29020	0.79090583
0.00392	0.29412	0.78928202
0.00392	0.29804	0.78768873
0.00392	0.30196	0.78612620
0.00392	0.30588	0.78459424
0.00392	0.30980	0.78309292
0.00392	0.31373	0.78162223
0.00392	0.31765	0.78018218
0.00392	0.32157	0.77877283
0.00392	0.32549	0.77739406
0.00392	0.32941	0.77604586
0.00392	0.33333	0.77472842
0.00392	0.33725	0.77344161
0.00392	0.34118	0.77218539
0.00392	0.34510	0.77095985
0.00392	0.34902	0.76976496
0.00392	0.35294	0.76860064
0.00392	0.35686	0.76746708
0.00392	0.36078	0.76636404
0.00392	0.36471	0.76529169
0.00392	0.36863	0.76425004
0.00392	0.37255	0.76323897
0.00392	0.37647	0.76225847
0.00392	0.38039	0.76130873
0.00392	0.38431	0.76038951
0.00392	0.38824	0.75950098
0.00392	0.39216	0.75864309
0.00392	0.39608	0.75781578
0.00392	0.40000	0.75701916
0.00392	0.40392	0.75625330
0.00392	0.40784	0.75551796
0.00392	0.41176	0.75481325
0.00392	0.41569	0.75413918
0.00392	0.41961	0.75349575
0.00392	0.42353	0.75288296
0.00392	0.42745	0.75230080
0.00392	0.43137	0.75174928
0.00392	0.43529	0.75122845
0.00392	0.43922	0.75073814
0.00392	0.44314	0.75027853
0.00392	0.44706	0.74984962
0.00392	0.45098	0.74945134
0.00392	0.45490	0.74908376
0.00392	0.45882	0.74874687
0.00392	0.46275	0.74844044
0.00392	0.46667	0.74816471
0.00392	0.47059	0.74791962
0.00392	0.47451	0.74770516
0.00392	0.47843	0.74752134
0.00392	0.48235	0.74736810
0.00392	0.48627	0.74724555
0.00392	0.49020	0.74715358
0.00392	0.49412	0.74709231
0.00392	0.49804	0.74706167
0.00392	0.50196	0.74706167
0.00392	0.50588	0.74709231
0.00392	0.50980	0.74715358
0.00392	0.51373	0.74724555
0.00392	0.51765	0.74736816
0.00392	0.52157	0.74752134
0.00392	0.52549	0.74770516
0.00392	0.52941	0.74791962
0.00392	0.53333	0.74816477
0.00392	0.53725	0.74844050
0.00392	0.54118	0.74874687
0.00392	0.54510	0.74908382
0.00392	0.54902	0.74945146
0.00392	0.55294	0.74984974
0.00392	0.55686	0.75027871
0.00392	0.56078	0.75073832
0.00392	0.56471	0.75122851
0.00392	0.56863	0.75174934
0.00392	0.57255	0.75230080
0.00392	0.57647	0.75288290
0.00392	0.58039	0.75349575
0.00392	0.58431	0.75413918
0.00392	0.58824	0.75481325
0.00392	0.59216	0.75551796
0.00392	0.59608	0.75625330
0.00392	0.60000	0.75701922
0.00392	0.60392	0.75781584
0.00392	0.60784	0.75864309
0.00392	0.61176	0.75950104
0.00392	0.61569	0.76038957
0.00392	0.61961	0.76130873
0.00392	0.62353	0.76225853
0.00392	0.62745	0.76323897
0.00392	0.63137	0.76425004
0.00392	0.63529	0.76529175
0.00392	0.63922	0.76636410
0.00392	0.64314	0.76746708
0.00392	0.64706	0.76860076
0.00392	0.65098	0.76976508
0.00392	0.65490	0.77096003
0.00392	0.65882	0.77218556
0.00392	0.66275	0.77344173
0.00392	0.66667	0.77472854
0.00392	0.67059	0.77604598
0.00392	0.67451	0.77739412
0.00392	0.67843	0.77877283
0.00392	0.68235	0.78018218
0.00392	0.68627	0.78162223
0.00392	0.69020	0.78309292
0.00392	0.69412	0.78459424
0.00392	0.69804	0.78612620
0.00392	0.70196	0.78768879
0.00392	0.70588	0.78928202
0.00392	0.70980	0.79090589
0.00392	0.71373	0.79256040
0.00392	0.71765	0.79424548
0.00392	0.72157	0.79596120
0.00392	0.72549	0.79770756
0.00392	0.72941	0.79948461
0.00392	0.73333	0.80129230
0.00392	0.73725	0.80313063
0.00392	0.74118	0.80499953
0.00392	0.74510	0.80689913
0.00392	0.74902	0.80882943
0.00392	0.75294	0.81079030
0.00392	0.75686	0.81278187
0.00392	0.76078	0.81480402
0.00392	0.76471	0.81685692
0.00392	0.76863	0.81894034
0.00392	0.77255	0.82105440
0.00392	0.77647	0.82319909
0.00392	0.78039	0.82537448
0.00392	0.78431	0.82758051
0.00392	0.78824	0.82981706
0.00392	0.79216	0.83208430
0.00392	0.79608	0.83438218
0.00392	0.80000	0.83671075
0.00392	0.80392	0.83906996
0.00392	0.80784	0.84145981
0.00392	0.81176	0.84388024
0.00392	0.81569	0.84633136
0.00392	0.81961	0.84881318
0.00392	0.82353	0.85132557
0.00392	0.82745	0.85386860
0.00392	0.83137	0.85644227
0.00392	0.83529	0.85904652
0.00392	0.83922	0.86168140
0.00392	0.84314	0.86434704
0.00392	0.84706	0.86704320
0.00392	0.85098	0.86976999
0.00392	0.85490	0.87252748
0.00392	0.85882	0.87531555
0.00392	0.86275	0.87813437
0.00392	0.86667	0.88098377
0.00392	0.87059	0.88386387
0.00392	0.87451	0.88677448
0.00392	0.87843	0.88971579
0.00392	0.88235	0.89268780
0.00392	0.88627	0.89569032
0.00392	0.89020	0.89872360
0.00392	0.89412	0.90178746
0.00392	0.89804	0.90488195
0.00392	0.90196	0.90800709
0.00392	0.90588	0.91116285
0.00392	0.90980	0.91434926
0.00392	0.91373	0.91756636
0.00392	0.91765	0.92081404
0.00392	0.92157	0.92409241
0.00392	0.92549	0.92740142
0.00392	0.92941	0.93074107
0.00392	0.93333	0.93411136
0.00392	0.93725	0.93751216
0.00392	0.94118	0.94094372
0.00392	0.94510	0.94440585
0.00392	0.94902	0.94789869
0.00392	0.95294	0.95142210
0.00392	0.95686	0.95497620
0.00392	0.96078	0.95856088
0.00392	0.96471	0.96217632
0.00392	0.96863	0.96582228
0.00392	0.97255	0.96949887
0.00392	0.97647	0.97320610
0.00392	0.98039	0.97694409
0.00392	0.98431	0.98071265
0.00392	0.98824	0.98451197
0.00392	0.99216	0.98834193
0.00392	0.99608	0.99220252
0.00392	1.00000	0.99609381
0.00784	0.00000	0.99221838
0.00784	0.00392	0.98834199
0.00784	0.00784	0.98449618
0.00784	0.01176	0.98068094
0.00784	0.01569	0.97689629
0.00784	0.01961	0.97314209
0.00784	0.02353	0.96941841
0.00784	0.02745	0.96572530
0.00784	0.03137	0.96206278
0.00784	0.03529	0.95843083
0.00784	0.03922	0.95482934
0.00784	0.04314	0.95125836
0.00784	0.04706	0.94771796
0.00784	0.05098	0.94420803
0.00784	0.05490	0.94072866
0.00784	0.05882	0.93727982
0.00784	0.06275	0.93386149
0.00784	0.06667	0.93047363
0.00784	0.07059	0.92711627
0.00784	0.07451	0.92378950
0.00784	0.07843	0.92049325
0.00784	0.08235	0.91722757
0.00784	0.08627	0.91399235
0.00784	0.09020	0.91078758
0.00784	0.09412	0.90761340
0.00784	0.09804	0.90446973
0.00784	0.10196	0.90135658
0.00784	0.10588	0.89827394
0.00784	0.10980	0.89522189
0.00784	0.11373	0.89220023
0.00784	0.11765	0.88920915
0.00784	0.12157	0.88624871
0.00784	0.12549	0.88331872
0.00784	0.12941	0.88041925
0.00784	0.13333	0.87755024
0.00784	0.13725	0.87471175
0.00784	0.14118	0.87190384
0.00784	0.14510	0.86912644
0.00784	0.14902	0.86637956
0.00784	0.15294	0.86366326
0.00784	0.15686	0.86097741
0.00784	0.16078	0.85832202
0.00784	0.16471	0.85569727
0.00784	0.16863	0.85310298
0.00784	0.17255	0.85053921
0.00784	0.17647	0.84800601
0.00784	0.18039	0.84550339
0.00784	0.18431	0.84303111
0.00784	0.18824	0.84058946
0.00784	0.19216	0.83817828
0.00784	0.19608	0.83579761
0.00784	0.20000	0.83344758
0.00784	0.20392	0.83112800
0.00784	0.20784	0.82883888
0.00784	0.21176	0.82658035
0.00784	0.21569	0.82435232
0.00784	0.21961	0.82215476
0.00784	0.22353	0.81998777
0.00784	0.22745	0.81785131
0.00784	0.23137	0.81574523
0.00784	0.23529	0.81366980
0.00784	0.23922	0.81162488
0.00784	0.24314	0.80961049
0.00784	0.24706	0.80762655
0.00784	0.25098	0.80567318
0.00784	0.25490	0.80375040
0.00784	0.25882	0.80185819
0.00784	0.26275	0.79999638
0.00784	0.26667	0.79816508
0.00784	0.27059	0.79636431
0.00784	0.27451	0.79459417
0.00784	0.27843	0.79285449
0.00784	0.28235	0.79114532
0.00784	0.28627	0.78946662
0.00784	0.29020	0.78781855
0.00784	0.29412	0.78620088
0.00784	0.29804	0.78461373
0.00784	0.30196	0.78305715
0.00784	0.30588	0.78153104
0.00784	0.30980	0.78003556
0.00784	0.31373	0.77857047
0.00784	0.31765	0.77713597
0.00784	0.32157	0.77573198
0.00784	0.32549	0.77435845
0.00784	0.32941	0.77301544
0.00784	0.33333	0.77170312
0.00784	0.33725	0.77042127
0.00784	0.34118	0.76916981
0.00784	0.34510	0.76794887
0.00784	0.34902	0.76675856
0.00784	0.35294	0.76559877
0.00784	0.35686	0.76446956
0.00784	0.36078	0.76337087
0.00784	0.36471	0.76230258
0.00784	0.36863	0.76126492
0.00784	0.37255	0.76025772
0.00784	0.37647	0.75928098
0.00784	0.38039	0.75833482
0.00784	0.38431	0.75741923
0.00784	0.38824	0.75653410
0.00784	0.39216	0.75567949
0.00784	0.39608	0.75485539
0.00784	0.40000	0.75406182
0.00784	0.40392	0.75329888
0.00784	0.40784	0.75256634
0.00784	0.41176	0.75186431
0.00784	0.41569	0.75119281
0.00784	0.41961	0.75055182
0.00784	0.42353	0.74994147
0.00784	0.42745	0.74936157
0.00784	0.43137	0.74881214
0.00784	0.43529	0.74829328
0.00784	0.43922	0.74780488
0.00784	0.44314	0.74734706
0.00784	0.44706	0.74691975
0.00784	0.45098	0.74652296
0.00784	0.45490	0.74615681
0.00784	0.45882	0.74582124
0.00784	0.46275	0.74551606
0.00784	0.46667	0.74524140
0.00784	0.47059	0.74499726
0.00784	0.47451	0.74478358
0.00784	0.47843	0.74460042
0.00784	0.48235	0.74444777
0.00784	0.48627	0.74432570
0.00784	0.49020	0.74423414
0.00784	0.49412	0.74417311
0.00784	0.49804	0.74414259
0.00784	0.50196	0.74414259
0.00784	0.50588	0.74417311
0.00784	0.50980	0.74423414
0.00784	0.51373	0.74432576
0.00784	0.51765	0.74444789
0.00784	0.52157	0.74460053
0.00784	0.52549	0.74478364
0.00784	0.52941	0.74499726
0.00784	0.53333	0.74524140
0.00784	0.53725	0.74551606
0.00784	0.54118	0.74582124
0.00784	0.54510	0.74615693
0.00784	0.54902	0.74652314
0.00784	0.55294	0.74691993
0.00784	0.55686	0.74734724
0.00784	0.56078	0.74780506
0.00784	0.56471	0.74829340
0.00784	0.56863	0.74881226
0.00784	0.57255	0.74936157
0.00784	0.57647	0.74994135
0.00784	0.58039	0.75055182
0.00784	0.58431	0.75119281
0.00784	0.58824	0.75186431
0.00784	0.59216	0.75256634
0.00784	0.59608	0.75329888
0.00784	0.60000	0.75406188
0.00784	0.60392	0.75485539
0.00784	0.60784	0.75567949
0.00784	0.61176	0.75653416
0.00784	0.61569	0.75741929
0.00784	0.61961	0.75833493
0.00784	0.62353	0.75928104
0.00784	0.62745	0.76025766
0.00784	0.63137	0.76126492
0.00784	0.63529	0.76230270
0.00784	0.63922	0.76337093
0.00784	0.64314	0.76446974
0.00784	0.64706	0.76559901
0.00784	0.65098	0.76675880
0.00784	0.65490	0.76794916
0.00784	0.65882	0.76917005
0.00784	0.66275	0.77042139
0.00784	0.66667	0.77170324
0.00784	0.67059	0.77301562
0.00784	0.67451	0.77435857
0.00784	0.67843	0.77573198
0.00784	0.68235	0.77713597
0.00784	0.68627	0.77857047
0.00784	0.69020	0.78003556
0.00784	0.69412	0.78153110
0.00784	0.69804	0.78305721
0.00784	0.70196	0.78461373
0.00784	0.70588	0.78620088
0.00784	0.70980	0.78781849
0.00784	0.71373	0.78946662
0.00784	0.71765	0.79114527
0.00784	0.72157	0.79285443
0.00784	0.72549	0.79459411
0.00784	0.72941	0.79636425
0.00784	0.73333	0.79816490
0.00784	0.73725	0.79999620
0.00784	0.74118	0.80185795
0.00784	0.74510	0.80375022
0.00784	0.74902	0.80567312
0.00784	0.75294	0.80762649
0.00784	0.75686	0.80961043
0.00784	0.76078	0.81162477
0.00784	0.76471	0.81366980
0.00784	0.76863	0.81574529
0.00784	0.77255	0.81785131
0.00784	0.77647	0.81998771
0.00784	0.78039	0.82215476
0.00784	0.78431	0.82435226
0.00784	0.78824	0.82658035
0.00784	0.79216	0.82883883
0.00784	0.79608	0.83112788
0.00784	0.80000	0.83344746
0.00784	0.80392	0.83579755
0.00784	0.80784	0.83817822
0.00784	0.81176	0.84058934
0.00784	0.81569	0.84303105
0.00784	0.81961	0.84550339
0.00784	0.82353	0.84800619
0.00784	0.82745	0.85053939
0.00784	0.83137	0.85310316
0.00784	0.83529	0.85569745
0.00784	0.83922	0.85832214
0.00784	0.84314	0.86097753
0.00784	0.84706	0.86366332
0.00784	0.85098	0.86637962
0.00784	0.85490	0.86912650
0.00784	0.85882	0.87190396
0.00784	0.86275	0.87471187
0.00784	0.86667	0.87755036
0.00784	0.87059	0.88041937
0.00784	0.87451	0.88331878
0.00784	0.87843	0.88624877
0.00784	0.88235	0.88920927
0.00784	0.88627	0.89220035
0.00784	0.89020	0.89522195
0.00784	0.89412	0.89827406
0.00784	0.89804	0.90135670
0.00784	0.90196	0.90446973
0.00784	0.90588	0.90761340
0.00784	0.90980	0.91078758
0.00784	0.91373	0.91399229
0.00784	0.91765	0.91722745
0.00784	0.92157	0.92049325
0.00784	0.92549	0.92378950
0.00784	0.92941	0.92711633
0.00784	0.93333	0.93047369
0.00784	0.93725	0.93386143
0.00784	0.94118	0.93727982
0.00784	0.94510	0.94072872
0.00784	0.94902	0.94420809
0.00784	0.95294	0.94771802
0.00784	0.95686	0.95125842
0.00784	0.96078	0.95482934
0.00784	0.96471	0.95843083
0.00784	0.96863	0.96206278
0.00784	0.97255	0.96572524
0.00784	0.97647	0.96941829
0.00784	0.98039	0.97314191
0.00784	0.98431	0.97689605
0.00784	0.98824	0.98068070
0.00784	0.99216	0.98449600
0.00784	0.99608	0.98834187
0.00784	1.00000	0.99221838
0.01176	0.00000	0.98837370
0.01176	0.00392	0.98451209
0.01176	0.00784	0.98068082
0.01176	0.01176	0.97688019
0.01176	0.01569	0.97310996
0.01176	0.01961	0.96937013
0.01176	0.02353	0.96566069
0.01176	0.02745	0.96198177
0.01176	0.03137	0.95833319
0.01176	0.03529	0.95471507
0.01176	0.03922	0.95112735
0.01176	0.04314	0.94757009
0.01176	0.04706	0.94404322
0.01176	0.05098	0.94054675
0.01176	0.05490	0.93708068
0.01176	0.05882	0.93364507
0.01176	0.06275	0.93023980
0.01176	0.06667	0.92686492
0.01176	0.07059	0.92352039
0.01176	0.07451	0.92020625
0.01176	0.07843	0.91692263
0.01176	0.08235	0.91366947
0.01176	0.08627	0.91044664
0.01176	0.09020	0.90725416
0.01176	0.09412	0.90409207
0.01176	0.09804	0.90096045
0.01176	0.10196	0.89785916
0.01176	0.10588	0.89478838
0.01176	0.10980	0.89174801
0.01176	0.11373	0.88873798
0.01176	0.11765	0.88575834
0.01176	0.12157	0.88280922
0.01176	0.12549	0.87989044
0.01176	0.12941	0.87700206
0.01176	0.13333	0.87414402
0.01176	0.13725	0.87131649
0.01176	0.14118	0.86851931
0.01176	0.14510	0.86575252
0.01176	0.14902	0.86301619
0.01176	0.15294	0.86031026
0.01176	0.15686	0.85763472
0.01176	0.16078	0.85498953
0.01176	0.16471	0.85237485
0.01176	0.16863	0.84979045
0.01176	0.17255	0.84723645
0.01176	0.17647	0.84471291
0.01176	0.18039	0.84221983
0.01176	0.18431	0.83975703
0.01176	0.18824	0.83732468
0.01176	0.19216	0.83492279
0.01176	0.19608	0.83255130
0.01176	0.20000	0.83021021
0.01176	0.20392	0.82789946
0.01176	0.20784	0.82561916
0.01176	0.21176	0.82336920
0.01176	0.21569	0.82114965
0.01176	0.21961	0.81896055
0.01176	0.22353	0.81680179
0.01176	0.22745	0.81467348
0.01176	0.23137	0.81257552
0.01176	0.23529	0.81050807
0.01176	0.23922	0.80847096
0.01176	0.24314	0.80646425
0.01176	0.24706	0.80448788
0.01176	0.25098	0.80254203
0.01176	0.25490	0.80062652
0.01176	0.25882	0.79874146
0.01176	0.26275	0.79688680
0.01176	0.26667	0.79506260
0.01176	0.27059	0.79326874
0.01176	0.27451	0.79150534
0.01176	0.27843	0.78977233
0.01176	0.28235	0.78806973
0.01176	0.28627	0.78639740
0.01176	0.29020	0.78475553
0.01176	0.29412	0.78314406
0.01176	0.29804	0.78156298
0.01176	0.30196	0.78001243
0.01176	0.30588	0.77849215
0.01176	0.30980	0.77700239
0.01176	0.31373	0.77554291
0.01176	0.31765	0.77411383
0.01176	0.32157	0.77271521
0.01176	0.32549	0.77134693
0.01176	0.32941	0.77000904
0.01176	0.33333	0.76870167
0.01176	0.33725	0.76742470
0.01176	0.34118	0.76617801
0.01176	0.34510	0.76496184
0.01176	0.34902	0.76377606
0.01176	0.35294	0.76262075
0.01176	0.35686	0.76149583
0.01176	0.36078	0.76040131
0.01176	0.36471	0.75933713
0.01176	0.36863	0.75830340
0.01176	0.37255	0.75730002
0.01176	0.37647	0.75632703
0.01176	0.38039	0.75538456
0.01176	0.38431	0.75447237
0.01176	0.38824	0.75359070
0.01176	0.39216	0.75273931
0.01176	0.39608	0.75191838
0.01176	0.40000	0.75112790
0.01176	0.40392	0.75036788
