x	y	u(x,y)
0.11765	0.56471	0.67554909
0.11765	0.56863	0.67601854
0.11765	0.57255	0.67651564
0.11765	0.57647	0.67704028
0.11765	0.58039	0.67759269
0.11765	0.58431	0.67817253
0.11765	0.58824	0.67878014
0.11765	0.59216	0.67941529
0.11765	0.59608	0.68007797
0.11765	0.60000	0.68076831
0.11765	0.60392	0.68148631
0.11765	0.60784	0.68223196
0.11765	0.61176	0.68300521
0.11765	0.61569	0.68380600
0.11765	0.61961	0.68463445
0.11765	0.62353	0.68549049
0.11765	0.62745	0.68637419
0.11765	0.63137	0.68728542
0.11765	0.63529	0.68822432
0.11765	0.63922	0.68919080
0.11765	0.64314	0.69018489
0.11765	0.64706	0.69120651
0.11765	0.65098	0.69225591
0.11765	0.65490	0.69333279
0.11765	0.65882	0.69443721
0.11765	0.66275	0.69556928
0.11765	0.66667	0.69672906
0.11765	0.67059	0.69791639
0.11765	0.67451	0.69913137
0.11765	0.67843	0.70037401
0.11765	0.68235	0.70164412
0.11765	0.68627	0.70294195
0.11765	0.69020	0.70426744
0.11765	0.69412	0.70562041
0.11765	0.69804	0.70700103
0.11765	0.70196	0.70840925
0.11765	0.70588	0.70984507
0.11765	0.70980	0.71130848
0.11765	0.71373	0.71279949
0.11765	0.71765	0.71431804
0.11765	0.72157	0.71586418
0.11765	0.72549	0.71743804
0.11765	0.72941	0.71903938
0.11765	0.73333	0.72066838
0.11765	0.73725	0.72232497
0.11765	0.74118	0.72400916
0.11765	0.74510	0.72572112
0.11765	0.74902	0.72746056
0.11765	0.75294	0.72922766
0.11765	0.75686	0.73102236
0.11765	0.76078	0.73284465
0.11765	0.76471	0.73469454
0.11765	0.76863	0.73657197
0.11765	0.77255	0.73847699
0.11765	0.77647	0.74040961
0.11765	0.78039	0.74236971
0.11765	0.78431	0.74435765
0.11765	0.78824	0.74637318
0.11765	0.79216	0.74841624
0.11765	0.79608	0.75048691
0.11765	0.80000	0.75258517
0.11765	0.80392	0.75471097
0.11765	0.80784	0.75686437
0.11765	0.81176	0.75904542
0.11765	0.81569	0.76125413
0.11765	0.81961	0.76349032
0.11765	0.82353	0.76575410
0.11765	0.82745	0.76804549
0.11765	0.83137	0.77036452
0.11765	0.83529	0.77271122
0.11765	0.83922	0.77508551
0.11765	0.84314	0.77748734
0.11765	0.84706	0.77991682
0.11765	0.85098	0.78237385
0.11765	0.85490	0.78485847
0.11765	0.85882	0.78737074
0.11765	0.86275	0.78991061
0.11765	0.86667	0.79247808
0.11765	0.87059	0.79507315
0.11765	0.87451	0.79769576
0.11765	0.87843	0.80034590
0.11765	0.88235	0.80302364
0.11765	0.88627	0.80572909
0.11765	0.89020	0.80846208
0.11765	0.89412	0.81122273
0.11765	0.89804	0.81401086
0.11765	0.90196	0.81682670
0.11765	0.90588	0.81967002
0.11765	0.90980	0.82254106
0.11765	0.91373	0.82543969
0.11765	0.91765	0.82836586
0.11765	0.92157	0.83131969
0.11765	0.92549	0.83430105
0.11765	0.92941	0.83731008
0.11765	0.93333	0.84034669
0.11765	0.93725	0.84341091
0.11765	0.94118	0.84650284
0.11765	0.94510	0.84962231
0.11765	0.94902	0.85276937
0.11765	0.95294	0.85594404
0.11765	0.95686	0.85914630
0.11765	0.96078	0.86237621
0.11765	0.96471	0.86563373
0.11765	0.96863	0.86891878
0.11765	0.97255	0.87223154
0.11765	0.97647	0.87557179
0.11765	0.98039	0.87893969
0.11765	0.98431	0.88233525
0.11765	0.98824	0.88575846
0.11765	0.99216	0.88920927
0.11765	0.99608	0.89268774
0.11765	1.00000	0.89619374
0.12157	0.00000	0.89321029
0.12157	0.00392	0.88971573
0.12157	0.00784	0.88624877
0.12157	0.01176	0.88280928
0.12157	0.01569	0.87939739
0.12157	0.01961	0.87601298
0.12157	0.02353	0.87265617
0.12157	0.02745	0.86932677
0.12157	0.03137	0.86602491
0.12157	0.03529	0.86275053
0.12157	0.03922	0.85950375
0.12157	0.04314	0.85628444
0.12157	0.04706	0.85309267
0.12157	0.05098	0.84992838
0.12157	0.05490	0.84679157
0.12157	0.05882	0.84368229
0.12157	0.06275	0.84060055
0.12157	0.06667	0.83754635
0.12157	0.07059	0.83451974
0.12157	0.07451	0.83152062
0.12157	0.07843	0.82854897
0.12157	0.08235	0.82560480
0.12157	0.08627	0.82268822
0.12157	0.09020	0.81979907
0.12157	0.09412	0.81693745
0.12157	0.09804	0.81410342
0.12157	0.10196	0.81129682
0.12157	0.10588	0.80851769
0.12157	0.10980	0.80576617
0.12157	0.11373	0.80304217
0.12157	0.11765	0.80034560
0.12157	0.12157	0.79767656
0.12157	0.12549	0.79503500
0.12157	0.12941	0.79242098
0.12157	0.13333	0.78983444
0.12157	0.13725	0.78727543
0.12157	0.14118	0.78474385
0.12157	0.14510	0.78223991
0.12157	0.14902	0.77976334
0.12157	0.15294	0.77731431
0.12157	0.15686	0.77489293
0.12157	0.16078	0.77249891
0.12157	0.16471	0.77013248
0.12157	0.16863	0.76779342
0.12157	0.17255	0.76548201
0.12157	0.17647	0.76319814
0.12157	0.18039	0.76094174
0.12157	0.18431	0.75871283
0.12157	0.18824	0.75651139
0.12157	0.19216	0.75433749
0.12157	0.19608	0.75219113
0.12157	0.20000	0.75007224
0.12157	0.20392	0.74798095
0.12157	0.20784	0.74591714
0.12157	0.21176	0.74388081
0.12157	0.21569	0.74187201
0.12157	0.21961	0.73989064
0.12157	0.22353	0.73793679
0.12157	0.22745	0.73601037
0.12157	0.23137	0.73411161
0.12157	0.23529	0.73224032
0.12157	0.23922	0.73039657
0.12157	0.24314	0.72858024
0.12157	0.24706	0.72679150
0.12157	0.25098	0.72503024
0.12157	0.25490	0.72329646
0.12157	0.25882	0.72159022
0.12157	0.26275	0.71991152
0.12157	0.26667	0.71826035
0.12157	0.27059	0.71663660
0.12157	0.27451	0.71504039
0.12157	0.27843	0.71347177
0.12157	0.28235	0.71193063
0.12157	0.28627	0.71041703
0.12157	0.29020	0.70893085
0.12157	0.29412	0.70747221
0.12157	0.29804	0.70604116
0.12157	0.30196	0.70463753
0.12157	0.30588	0.70326144
0.12157	0.30980	0.70191282
0.12157	0.31373	0.70059180
0.12157	0.31765	0.69929826
0.12157	0.32157	0.69803214
0.12157	0.32549	0.69679368
0.12157	0.32941	0.69558263
0.12157	0.33333	0.69439918
0.12157	0.33725	0.69324327
0.12157	0.34118	0.69211483
0.12157	0.34510	0.69101387
0.12157	0.34902	0.68994045
0.12157	0.35294	0.68889457
0.12157	0.35686	0.68787622
0.12157	0.36078	0.68688536
0.12157	0.36471	0.68592209
0.12157	0.36863	0.68498629
0.12157	0.37255	0.68407804
0.12157	0.37647	0.68319720
0.12157	0.38039	0.68234396
0.12157	0.38431	0.68151820
0.12157	0.38824	0.68071997
0.12157	0.39216	0.67994940
0.12157	0.39608	0.67920631
0.12157	0.40000	0.67849052
0.12157	0.40392	0.67780238
0.12157	0.40784	0.67714179
0.12157	0.41176	0.67650872
0.12157	0.41569	0.67590314
0.12157	0.41961	0.67532516
0.12157	0.42353	0.67477459
0.12157	0.42745	0.67425162
0.12157	0.43137	0.67375612
0.12157	0.43529	0.67328829
0.12157	0.43922	0.67284793
0.12157	0.44314	0.67243505
0.12157	0.44706	0.67204964
0.12157	0.45098	0.67169183
0.12157	0.45490	0.67136151
0.12157	0.45882	0.67105877
0.12157	0.46275	0.67078340
0.12157	0.46667	0.67053574
0.12157	0.47059	0.67031556
0.12157	0.47451	0.67012286
0.12157	0.47843	0.66995764
0.12157	0.48235	0.66982001
0.12157	0.48627	0.66970992
0.12157	0.49020	0.66962731
0.12157	0.49412	0.66957223
0.12157	0.49804	0.66954470
0.12157	0.50196	0.66954470
0.12157	0.50588	0.66957229
0.12157	0.50980	0.66962737
0.12157	0.51373	0.66970998
0.12157	0.51765	0.66982001
0.12157	0.52157	0.66995770
0.12157	0.52549	0.67012286
0.12157	0.52941	0.67031550
0.12157	0.53333	0.67053568
0.12157	0.53725	0.67078340
0.12157	0.54118	0.67105865
0.12157	0.54510	0.67136145
0.12157	0.54902	0.67169172
0.12157	0.55294	0.67204952
0.12157	0.55686	0.67243493
0.12157	0.56078	0.67284781
0.12157	0.56471	0.67328817
0.12157	0.56863	0.67375612
0.12157	0.57255	0.67425162
0.12157	0.57647	0.67477459
0.12157	0.58039	0.67532510
0.12157	0.58431	0.67590314
0.12157	0.58824	0.67650867
0.12157	0.59216	0.67714179
0.12157	0.59608	0.67780232
0.12157	0.60000	0.67849052
0.12157	0.60392	0.67920613
0.12157	0.60784	0.67994934
0.12157	0.61176	0.68071997
0.12157	0.61569	0.68151820
0.12157	0.61961	0.68234384
0.12157	0.62353	0.68319720
0.12157	0.62745	0.68407798
0.12157	0.63137	0.68498635
0.12157	0.63529	0.68592203
0.12157	0.63922	0.68688548
0.12157	0.64314	0.68787622
0.12157	0.64706	0.68889457
0.12157	0.65098	0.68994045
0.12157	0.65490	0.69101387
0.12157	0.65882	0.69211471
0.12157	0.66275	0.69324309
0.12157	0.66667	0.69439900
0.12157	0.67059	0.69558251
0.12157	0.67451	0.69679344
0.12157	0.67843	0.69803202
0.12157	0.68235	0.69929802
0.12157	0.68627	0.70059162
0.12157	0.69020	0.70191270
0.12157	0.69412	0.70326132
0.12157	0.69804	0.70463741
0.12157	0.70196	0.70604116
0.12157	0.70588	0.70747221
0.12157	0.70980	0.70893073
0.12157	0.71373	0.71041691
0.12157	0.71765	0.71193057
0.12157	0.72157	0.71347165
0.12157	0.72549	0.71504033
0.12157	0.72941	0.71663648
0.12157	0.73333	0.71826017
0.12157	0.73725	0.71991140
0.12157	0.74118	0.72159016
0.12157	0.74510	0.72329634
0.12157	0.74902	0.72503018
0.12157	0.75294	0.72679150
0.12157	0.75686	0.72858036
0.12157	0.76078	0.73039663
0.12157	0.76471	0.73224050
0.12157	0.76863	0.73411179
0.12157	0.77255	0.73601049
0.12157	0.77647	0.73793679
0.12157	0.78039	0.73989058
0.12157	0.78431	0.74187195
0.12157	0.78824	0.74388081
0.12157	0.79216	0.74591720
0.12157	0.79608	0.74798113
0.12157	0.80000	0.75007248
0.12157	0.80392	0.75219131
0.12157	0.80784	0.75433767
0.12157	0.81176	0.75651157
0.12157	0.81569	0.75871307
0.12157	0.81961	0.76094198
0.12157	0.82353	0.76319838
0.12157	0.82745	0.76548225
0.12157	0.83137	0.76779366
0.12157	0.83529	0.77013278
0.12157	0.83922	0.77249926
0.12157	0.84314	0.77489322
0.12157	0.84706	0.77731466
0.12157	0.85098	0.77976370
0.12157	0.85490	0.78224027
0.12157	0.85882	0.78474420
0.12157	0.86275	0.78727573
0.12157	0.86667	0.78983486
0.12157	0.87059	0.79242134
0.12157	0.87451	0.79503536
0.12157	0.87843	0.79767692
0.12157	0.88235	0.80034596
0.12157	0.88627	0.80304247
0.12157	0.89020	0.80576652
0.12157	0.89412	0.80851811
0.12157	0.89804	0.81129712
0.12157	0.90196	0.81410366
0.12157	0.90588	0.81693769
0.12157	0.90980	0.81979924
0.12157	0.91373	0.82268834
0.12157	0.91765	0.82560503
0.12157	0.92157	0.82854915
0.12157	0.92549	0.83152080
0.12157	0.92941	0.83451992
0.12157	0.93333	0.83754659
0.12157	0.93725	0.84060073
0.12157	0.94118	0.84368247
0.12157	0.94510	0.84679168
0.12157	0.94902	0.84992844
0.12157	0.95294	0.85309273
0.12157	0.95686	0.85628444
0.12157	0.96078	0.85950375
0.12157	0.96471	0.86275053
0.12157	0.96863	0.86602485
0.12157	0.97255	0.86932671
0.12157	0.97647	0.87265605
0.12157	0.98039	0.87601292
0.12157	0.98431	0.87939727
0.12157	0.98824	0.88280928
0.12157	0.99216	0.88624877
0.12157	0.99608	0.88971579
0.12157	1.00000	0.89321029
0.12549	0.00000	0.89025760
0.12549	0.00392	0.88677442
0.12549	0.00784	0.88331872
0.12549	0.01176	0.87989050
0.12549	0.01569	0.87648970
0.12549	0.01961	0.87311631
0.12549	0.02353	0.86977041
0.12549	0.02745	0.86645192
0.12549	0.03137	0.86316079
0.12549	0.03529	0.85989714
0.12549	0.03922	0.85666084
0.12549	0.04314	0.85345203
0.12549	0.04706	0.85027069
0.12549	0.05098	0.84711671
0.12549	0.05490	0.84399015
0.12549	0.05882	0.84089100
0.12549	0.06275	0.83781934
0.12549	0.06667	0.83477509
0.12549	0.07059	0.83175838
0.12549	0.07451	0.82876891
0.12549	0.07843	0.82580692
0.12549	0.08235	0.82287240
0.12549	0.08627	0.81996524
0.12549	0.09020	0.81708556
0.12549	0.09412	0.81423330
0.12549	0.09804	0.81140846
0.12549	0.10196	0.80861104
0.12549	0.10588	0.80584085
0.12549	0.10980	0.80309838
0.12549	0.11373	0.80038321
0.12549	0.11765	0.79769540
0.12549	0.12157	0.79503500
0.12549	0.12549	0.79240209
0.12549	0.12941	0.78979653
0.12549	0.13333	0.78721845
0.12549	0.13725	0.78466779
0.12549	0.14118	0.78214455
0.12549	0.14510	0.77964866
0.12549	0.14902	0.77718025
0.12549	0.15294	0.77473915
0.12549	0.15686	0.77232546
0.12549	0.16078	0.76993930
0.12549	0.16471	0.76758051
0.12549	0.16863	0.76524913
0.12549	0.17255	0.76294523
0.12549	0.17647	0.76066869
0.12549	0.18039	0.75841963
0.12549	0.18431	0.75619799
0.12549	0.18824	0.75400370
0.12549	0.19216	0.75183690
0.12549	0.19608	0.74969745
0.12549	0.20000	0.74758554
0.12549	0.20392	0.74550104
0.12549	0.20784	0.74344391
0.12549	0.21176	0.74141419
0.12549	0.21569	0.73941183
0.12549	0.21961	0.73743689
0.12549	0.22353	0.73548949
0.12549	0.22745	0.73356932
0.12549	0.23137	0.73167670
0.12549	0.23529	0.72981149
0.12549	0.23922	0.72797376
0.12549	0.24314	0.72616339
0.12549	0.24706	0.72438037
0.12549	0.25098	0.72262478
0.12549	0.25490	0.72089666
0.12549	0.25882	0.71919596
0.12549	0.26275	0.71752268
0.12549	0.26667	0.71587682
0.12549	0.27059	0.71425843
0.12549	0.27451	0.71266747
0.12549	0.27843	0.71110380
0.12549	0.28235	0.70956773
0.12549	0.28627	0.70805901
0.12549	0.29020	0.70657772
0.12549	0.29412	0.70512372
0.12549	0.29804	0.70369732
0.12549	0.30196	0.70229822
0.12549	0.30588	0.70092666
0.12549	0.30980	0.69958240
0.12549	0.31373	0.69826567
0.12549	0.31765	0.69697630
0.12549	0.32157	0.69571435
0.12549	0.32549	0.69447988
0.12549	0.32941	0.69327283
0.12549	0.33333	0.69209319
0.12549	0.33725	0.69094104
0.12549	0.34118	0.68981618
0.12549	0.34510	0.68871886
0.12549	0.34902	0.68764889
0.12549	0.35294	0.68660647
0.12549	0.35686	0.68559140
0.12549	0.36078	0.68460381
0.12549	0.36471	0.68364352
0.12549	0.36863	0.68271083
0.12549	0.37255	0.68180537
0.12549	0.37647	0.68092752
0.12549	0.38039	0.68007702
0.12549	0.38431	0.67925400
0.12549	0.38824	0.67845833
0.12549	0.39216	0.67769015
0.12549	0.39608	0.67694932
0.12549	0.40000	0.67623603
0.12549	0.40392	0.67555016
0.12549	0.40784	0.67489171
0.12549	0.41176	0.67426068
0.12549	0.41569	0.67365706
0.12549	0.41961	0.67308092
0.12549	0.42353	0.67253226
0.12549	0.42745	0.67201096
0.12549	0.43137	0.67151713
0.12549	0.43529	0.67105067
0.12549	0.43922	0.67061174
0.12549	0.44314	0.67020017
0.12549	0.44706	0.66981608
0.12549	0.45098	0.66945940
0.12549	0.45490	0.66913021
0.12549	0.45882	0.66882837
0.12549	0.46275	0.66855401
0.12549	0.46667	0.66830707
0.12549	0.47059	0.66808760
0.12549	0.47451	0.66789550
0.12549	0.47843	0.66773081
0.12549	0.48235	0.66759360
0.12549	0.48627	0.66748387
0.12549	0.49020	0.66740155
0.12549	0.49412	0.66734672
0.12549	0.49804	0.66731930
0.12549	0.50196	0.66731930
0.12549	0.50588	0.66734672
0.12549	0.50980	0.66740167
0.12549	0.51373	0.66748393
0.12549	0.51765	0.66759366
0.12549	0.52157	0.66773081
0.12549	0.52549	0.66789550
0.12549	0.52941	0.66808748
0.12549	0.53333	0.66830701
0.12549	0.53725	0.66855389
0.12549	0.54118	0.66882831
0.12549	0.54510	0.66913009
0.12549	0.54902	0.66945934
0.12549	0.55294	0.66981596
0.12549	0.55686	0.67020011
0.12549	0.56078	0.67061162
0.12549	0.56471	0.67105067
0.12549	0.56863	0.67151701
0.12549	0.57255	0.67201090
0.12549	0.57647	0.67253220
0.12549	0.58039	0.67308092
0.12549	0.58431	0.67365706
0.12549	0.58824	0.67426056
0.12549	0.59216	0.67489159
0.12549	0.59608	0.67555010
0.12549	0.60000	0.67623597
0.12549	0.60392	0.67694932
0.12549	0.60784	0.67769009
0.12549	0.61176	0.67845827
0.12549	0.61569	0.67925388
0.12549	0.61961	0.68007702
0.12549	0.62353	0.68092740
0.12549	0.62745	0.68180537
0.12549	0.63137	0.68271077
0.12549	0.63529	0.68364346
0.12549	0.63922	0.68460369
0.12549	0.64314	0.68559134
0.12549	0.64706	0.68660641
0.12549	0.65098	0.68764889
0.12549	0.65490	0.68871874
0.12549	0.65882	0.68981612
0.12549	0.66275	0.69094080
0.12549	0.66667	0.69209307
0.12549	0.67059	0.69327271
0.12549	0.67451	0.69447976
0.12549	0.67843	0.69571424
0.12549	0.68235	0.69697618
0.12549	0.68627	0.69826549
0.12549	0.69020	0.69958234
0.12549	0.69412	0.70092654
0.12549	0.69804	0.70229816
0.12549	0.70196	0.70369720
0.12549	0.70588	0.70512372
0.12549	0.70980	0.70657760
0.12549	0.71373	0.70805895
0.12549	0.71765	0.70956761
0.12549	0.72157	0.71110380
0.12549	0.72549	0.71266741
0.12549	0.72941	0.71425843
0.12549	0.73333	0.71587676
0.12549	0.73725	0.71752268
0.12549	0.74118	0.71919596
0.12549	0.74510	0.72089666
0.12549	0.74902	0.72262478
0.12549	0.75294	0.72438037
0.12549	0.75686	0.72616339
0.12549	0.76078	0.72797382
0.12549	0.76471	0.72981161
0.12549	0.76863	0.73167682
0.12549	0.77255	0.73356944
0.12549	0.77647	0.73548955
0.12549	0.78039	0.73743695
0.12549	0.78431	0.73941183
0.12549	0.78824	0.74141419
0.12549	0.79216	0.74344391
0.12549	0.79608	0.74550116
0.12549	0.80000	0.74758571
0.12549	0.80392	0.74969763
0.12549	0.80784	0.75183707
0.12549	0.81176	0.75400394
0.12549	0.81569	0.75619829
0.12549	0.81961	0.75841987
0.12549	0.82353	0.76066899
0.12549	0.82745	0.76294541
0.12549	0.83137	0.76524937
0.12549	0.83529	0.76758075
0.12549	0.83922	0.76993960
0.12549	0.84314	0.77232569
0.12549	0.84706	0.77473938
0.12549	0.85098	0.77718049
0.12549	0.85490	0.77964896
0.12549	0.85882	0.78214478
0.12549	0.86275	0.78466803
0.12549	0.86667	0.78721875
0.12549	0.87059	0.78979689
0.12549	0.87451	0.79240239
0.12549	0.87843	0.79503536
0.12549	0.88235	0.79769576
0.12549	0.88627	0.80038351
0.12549	0.89020	0.80309868
0.12549	0.89412	0.80584121
0.12549	0.89804	0.80861127
0.12549	0.90196	0.81140870
0.12549	0.90588	0.81423354
0.12549	0.90980	0.81708574
0.12549	0.91373	0.81996542
0.12549	0.91765	0.82287258
0.12549	0.92157	0.82580715
0.12549	0.92549	0.82876909
0.12549	0.92941	0.83175856
0.12549	0.93333	0.83477533
0.12549	0.93725	0.83781952
0.12549	0.94118	0.84089118
0.12549	0.94510	0.84399027
0.12549	0.94902	0.84711683
0.12549	0.95294	0.85027087
0.12549	0.95686	0.85345215
0.12549	0.96078	0.85666090
0.12549	0.96471	0.85989720
0.12549	0.96863	0.86316085
0.12549	0.97255	0.86645192
0.12549	0.97647	0.86977035
0.12549	0.98039	0.87311631
0.12549	0.98431	0.87648964
0.12549	0.98824	0.87989056
0.12549	0.99216	0.88331884
0.12549	0.99608	0.88677454
0.12549	1.00000	0.89025760
0.12941	0.00000	0.88733566
0.12941	0.00392	0.88386375
0.12941	0.00784	0.88041925
0.12941	0.01176	0.87700212
0.12941	0.01569	0.87361234
0.12941	0.01961	0.87024987
0.12941	0.02353	0.86691469
0.12941	0.02745	0.86360699
0.12941	0.03137	0.86032647
0.12941	0.03529	0.85707337
0.12941	0.03922	0.85384756
0.12941	0.04314	0.85064918
0.12941	0.04706	0.84747809
0.12941	0.05098	0.84433442
0.12941	0.05490	0.84121794
0.12941	0.05882	0.83812886
0.12941	0.06275	0.83506709
0.12941	0.06667	0.83203274
0.12941	0.07059	0.82902563
0.12941	0.07451	0.82604581
0.12941	0.07843	0.82309347
0.12941	0.08235	0.82016844
0.12941	0.08627	0.81727070
0.12941	0.09020	0.81440032
0.12941	0.09412	0.81155729
0.12941	0.09804	0.80874157
0.12941	0.10196	0.80595309
0.12941	0.10588	0.80319196
0.12941	0.10980	0.80045825
0.12941	0.11373	0.79775190
0.12941	0.11765	0.79507279
0.12941	0.12157	0.79242104
0.12941	0.12549	0.78979659
0.12941	0.12941	0.78719944
0.12941	0.13333	0.78462964
0.12941	0.13725	0.78208721
0.12941	0.14118	0.77957213
0.12941	0.14510	0.77708441
0.12941	0.14902	0.77462381
0.12941	0.15294	0.77219063
0.12941	0.15686	0.76978475
0.12941	0.16078	0.76740623
0.12941	0.16471	0.76505512
0.12941	0.16863	0.76273125
0.12941	0.17255	0.76043481
0.12941	0.17647	0.75816554
0.12941	0.18039	0.75592381
0.12941	0.18431	0.75370926
0.12941	0.18824	0.75152218
0.12941	0.19216	0.74936235
0.12941	0.19608	0.74722981
0.12941	0.20000	0.74512464
0.12941	0.20392	0.74304682
0.12941	0.20784	0.74099636
0.12941	0.21176	0.73897314
0.12941	0.21569	0.73697728
0.12941	0.21961	0.73500878
0.12941	0.22353	0.73306763
0.12941	0.22745	0.73115367
0.12941	0.23137	0.72926712
0.12941	0.23529	0.72740793
0.12941	0.23922	0.72557610
0.12941	0.24314	0.72377157
0.12941	0.24706	0.72199434
0.12941	0.25098	0.72024447
0.12941	0.25490	0.71852183
0.12941	0.25882	0.71682662
0.12941	0.26275	0.71515876
0.12941	0.26667	0.71351814
0.12941	0.27059	0.71190494
0.12941	0.27451	0.71031904
0.12941	0.27843	0.70876050
0.12941	0.28235	0.70722938
0.12941	0.28627	0.70572555
0.12941	0.29020	0.70424896
0.12941	0.29412	0.70279974
0.12941	0.29804	0.70137793
0.12941	0.30196	0.69998336
0.12941	0.30588	0.69861609
0.12941	0.30980	0.69727623
0.12941	0.31373	0.69596362
0.12941	0.31765	0.69467849
0.12941	0.32157	0.69342071
0.12941	0.32549	0.69219017
0.12941	0.32941	0.69098693
0.12941	0.33333	0.68981117
0.12941	0.33725	0.68866265
0.12941	0.34118	0.68754148
0.12941	0.34510	0.68644768
0.12941	0.34902	0.68538123
0.12941	0.35294	0.68434209
0.12941	0.35686	0.68333036
0.12941	0.36078	0.68234587
0.12941	0.36471	0.68138874
0.12941	0.36863	0.68045902
0.12941	0.37255	0.67955655
0.12941	0.37647	0.67868143
0.12941	0.38039	0.67783374
0.12941	0.38431	0.67701328
0.12941	0.38824	0.67622018
0.12941	0.39216	0.67545444
0.12941	0.39608	0.67471606
0.12941	0.40000	0.67400497
0.12941	0.40392	0.67332137
0.12941	0.40784	0.67266500
0.12941	0.41176	0.67203605
0.12941	0.41569	0.67143434
0.12941	0.41961	0.67086011
0.12941	0.42353	0.67031312
0.12941	0.42745	0.66979355
0.12941	0.43137	0.66930121
0.12941	0.43529	0.66883641
0.12941	0.43922	0.66839880
0.12941	0.44314	0.66798854
0.12941	0.44706	0.66760564
0.12941	0.45098	0.66725016
0.12941	0.45490	0.66692203
0.12941	0.45882	0.66662127
0.12941	0.46275	0.66634774
0.12941	0.46667	0.66610163
0.12941	0.47059	0.66588277
0.12941	0.47451	0.66569132
0.12941	0.47843	0.66552722
0.12941	0.48235	0.66539049
0.12941	0.48627	0.66528112
0.12941	0.49020	0.66519910
0.12941	0.49412	0.66514438
0.12941	0.49804	0.66511708
0.12941	0.50196	0.66511697
0.12941	0.50588	0.66514438
0.12941	0.50980	0.66519904
0.12941	0.51373	0.66528112
0.12941	0.51765	0.66539043
0.12941	0.52157	0.66552722
0.12941	0.52549	0.66569132
0.12941	0.52941	0.66588277
0.12941	0.53333	0.66610152
0.12941	0.53725	0.66634768
0.12941	0.54118	0.66662115
0.12941	0.54510	0.66692197
0.12941	0.54902	0.66724998
0.12941	0.55294	0.66760552
0.12941	0.55686	0.66798842
0.12941	0.56078	0.66839862
0.12941	0.56471	0.66883624
0.12941	0.56863	0.66930121
0.12941	0.57255	0.66979337
0.12941	0.57647	0.67031306
0.12941	0.58039	0.67086005
0.12941	0.58431	0.67143434
0.12941	0.58824	0.67203599
0.12941	0.59216	0.67266500
0.12941	0.59608	0.67332125
0.12941	0.60000	0.67400497
0.12941	0.60392	0.67471600
0.12941	0.60784	0.67545444
0.12941	0.61176	0.67622012
0.12941	0.61569	0.67701316
0.12941	0.61961	0.67783356
0.12941	0.62353	0.67868131
0.12941	0.62745	0.67955643
0.12941	0.63137	0.68045890
0.12941	0.63529	0.68138856
0.12941	0.63922	0.68234575
0.12941	0.64314	0.68333018
0.12941	0.64706	0.68434203
0.12941	0.65098	0.68538111
0.12941	0.65490	0.68644768
0.12941	0.65882	0.68754148
0.12941	0.66275	0.68866253
0.12941	0.66667	0.68981099
0.12941	0.67059	0.69098687
0.12941	0.67451	0.69218999
0.12941	0.67843	0.69342053
0.12941	0.68235	0.69467837
0.12941	0.68627	0.69596356
0.12941	0.69020	0.69727612
0.12941	0.69412	0.69861609
0.12941	0.69804	0.69998330
0.12941	0.70196	0.70137787
0.12941	0.70588	0.70279968
0.12941	0.70980	0.70424891
0.12941	0.71373	0.70572543
0.12941	0.71765	0.70722932
0.12941	0.72157	0.70876050
0.12941	0.72549	0.71031910
0.12941	0.72941	0.71190494
0.12941	0.73333	0.71351820
0.12941	0.73725	0.71515876
0.12941	0.74118	0.71682662
0.12941	0.74510	0.71852189
0.12941	0.74902	0.72024447
0.12941	0.75294	0.72199440
0.12941	0.75686	0.72377163
0.12941	0.76078	0.72557616
0.12941	0.76471	0.72740805
0.12941	0.76863	0.72926718
0.12941	0.77255	0.73115379
0.12941	0.77647	0.73306769
0.12941	0.78039	0.73500890
0.12941	0.78431	0.73697734
0.12941	0.78824	0.73897320
0.12941	0.79216	0.74099642
0.12941	0.79608	0.74304694
0.12941	0.80000	0.74512476
0.12941	0.80392	0.74722999
0.12941	0.80784	0.74936247
0.12941	0.81176	0.75152236
0.12941	0.81569	0.75370950
0.12941	0.81961	0.75592405
0.12941	0.82353	0.75816578
0.12941	0.82745	0.76043499
0.12941	0.83137	0.76273149
0.12941	0.83529	0.76505536
0.12941	0.83922	0.76740646
0.12941	0.84314	0.76978499
0.12941	0.84706	0.77219087
0.12941	0.85098	0.77462411
0.12941	0.85490	0.77708465
0.12941	0.85882	0.77957237
0.12941	0.86275	0.78208745
0.12941	0.86667	0.78462994
0.12941	0.87059	0.78719980
0.12941	0.87451	0.78979689
0.12941	0.87843	0.79242128
0.12941	0.88235	0.79507309
0.12941	0.88627	0.79775214
0.12941	0.89020	0.80045861
0.12941	0.89412	0.80319226
0.12941	0.89804	0.80595332
0.12941	0.90196	0.80874175
0.12941	0.90588	0.81155747
0.12941	0.90980	0.81440043
0.12941	0.91373	0.81727082
0.12941	0.91765	0.82016855
0.12941	0.92157	0.82309365
0.12941	0.92549	0.82604605
0.12941	0.92941	0.82902580
0.12941	0.93333	0.83203292
0.12941	0.93725	0.83506727
0.12941	0.94118	0.83812898
0.12941	0.94510	0.84121811
0.12941	0.94902	0.84433454
0.12941	0.95294	0.84747827
0.12941	0.95686	0.85064930
0.12941	0.96078	0.85384774
0.12941	0.96471	0.85707349
0.12941	0.96863	0.86032653
0.12941	0.97255	0.86360699
0.12941	0.97647	0.86691469
